age,workclass,education,maritalstatus,occupation,race,sex,hoursperweek,country,income
31-50,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,35,United-States,MoreThan50K
31-50,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,White,Female,60,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,White,Male,50,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,MoreThan50K
31-50,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Widowed,Exec-managerial,White,Female,40,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,White,Female,36,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Handlers-cleaners,White,Male,25,United-States,LessThan50K**
>50,Private,HS-grad,Separated,Craft-repair,White,Male,60,United-States,Lessan50K
>50,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,United-States,LessThan50K
>50,Private,HS-grad,Never-married,Craft-repair,White,Male,35,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Sales,White,Male,50,United-States,LessThan50K
>50,Local-gov,Assoc-acdm,Divorced,Adm-clerical,White,Female,40,United-States,LessThan50K**
>50,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,60,United-States,LessThan50K
>50,Local-gov,9th,Married-civ-spouse,Other-service,White,Female,38,Puerto-Rico,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Sales,White,Male,48,United-States,LessThan50K
>50,Private,9th,Divorced,Transport-moving,White,Male,40,United-States,LessanTh50K
>50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Female,40,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,MoreThan50K
>50,Local-gov,HS-grad,Never-married,Other-service,Black,Male,40,United-States,LessThan50K
>50,Private,Bachelors,Married-civ-spouse,Craft-repair,White,Male,18-21,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Tech-support,White,Male,40,United-States,MoreThan50K
>50,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,50,?,MoreThan50K
>50,Self-emp-inc,HS-grad,Divorced,Protective-serv,White,Male,81,United-States,Lessan50K
>50,Private,HS-grad,Divorced,Exec-managerial,White,Male,44,United-States,LessThan50K
>50,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,MoreThan50K
>50,Self-emp-inc,HS-grad,Never-married,Exec-managerial,White,Male,40,United-States,MoreThan50K**
>50,Private,HS-grad,Divorced,Other-service,White,Female,40,United-States,LessThan50K
>50,Federal-gov,Bachelors,Widowed,Adm-clerical,White,Female,40,United-States,LessThan50K
>50,Self-emp-inc,Some-college,Separated,Sales,White,Female,40,United-States,LessThan50K
>50,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K
>50,Self-emp-not-inc,12th,Married-civ-spouse,Other-service,White,Male,99,United-States,LessThan50K
>50,Private,5th-6th,Separated,Machine-op-inspct,White,Female,40,Mexico,LessThan50K
>50,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,45,United-States,MoreThan50K
>50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Male,60,United-States,MoreThan50K
>50,Private,9th,Married-civ-spouse,Machine-op-inspct,White,Male,45,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Transport-moving,Black,Male,99,United-States,LessThan50K
>50,Private,Assoc-voc,Widowed,Other-service,White,Female,13,United-States,LessThan50K
>50,Federal-gov,Assoc-acdm,Widowed,Exec-managerial,White,Male,40,United-States,MoreThan50K
>50,Private,Some-college,Married-civ-spouse,Sales,White,Female,40,United-States,LessThan50K
>50,Private,Masters,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,MoreThan50K
>50,Private,Assoc-voc,Divorced,Adm-clerical,White,Female,36,United-States,LessThan50K
>50,Federal-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,Haiti,MoreThan50K
>50,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,MoreThan50K
>50,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,?,LessThan50K
>50,?,Some-college,Married-civ-spouse,?,White,Male,50,United-States,LessThan50K
>50,?,Some-college,Married-civ-spouse,?,White,Male,12,United-States,LessThan50K
>50,Private,12th,Never-married,Machine-op-inspct,White,Male,40,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Tech-support,White,Male,40,United-States,LessThan50K
>50,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,Morean50K
>50,Self-emp-not-inc,Masters,Married-civ-spouse,Sales,White,Male,70,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Adm-clerical,White,Female,40,Cuba,LessThan50K
>50,Local-gov,Doctorate,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,MoreThan50K
>50,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,38,United-States,MoreThan50K
>50,Private,9th,Separated,Other-service,Black,Female,30,United-States,LessThan50K
>50,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,White,Male,40,United-States,MoreThan50K
>50,State-gov,HS-grad,Separated,Other-service,White,Female,35,United-States,LessThan50K**
>50,?,7th-8th,Married-civ-spouse,?,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Never-married,Other-service,White,Female,45,United-States,LessThan50K
>50,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,MoreThan50K
>50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,40,United-States,MoreThan50K
>50,State-gov,7th-8th,Married-spouse-absent,Other-service,White,Female,45,Poland,LessThan50K
>50,Private,Bachelors,Married-civ-spouse,Sales,Asian-Pac-Islander,Male,48,Taiwan,MoreThan50K
>50,Local-gov,HS-grad,Married-civ-spouse,Other-service,White,Male,45,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K**
>50,Federal-gov,Bachelors,Married-civ-spouse,Protective-serv,White,Male,40,United-States,MoreThan50K**
>50,Private,12th,Married-civ-spouse,Other-service,White,Male,40,United-States,LessThan50K**
>50,Private,Prof-school,Married-civ-spouse,Exec-managerial,White,Male,45,?,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,LessThan50K
>50,Self-emp-not-inc,7th-8th,Married-civ-spouse,Exec-managerial,White,Male,50,Greece,Morean50K
>50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,50,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,MoreThan50K
>50,Private,HS-grad,Never-married,Sales,White,Female,40,United-States,Lessan50K**
>50,?,7th-8th,Separated,?,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Machine-op-inspct,White,Male,40,United-States,LessThan50K
>50,Private,Some-college,Never-married,Exec-managerial,Black,Female,40,United-States,LessThan50K
>50,Private,9th,Widowed,Sales,Black,Female,25,United-States,LessThan50K
>50,Self-emp-inc,Some-college,Widowed,Sales,White,Female,40,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Other-service,White,Female,40,United-States,LessThan50K
>50,Private,Masters,Married-civ-spouse,Exec-managerial,White,Female,50,United-States,MoreThan50K
>50,Private,HS-grad,Divorced,Handlers-cleaners,White,Male,45,United-States,LessThan50K
>50,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,White,Male,40,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,England,MoreThan50K
>50,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,Portugal,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,Portugal,LessThan50K
>50,Private,HS-grad,Separated,Other-service,Black,Female,18-21,United-States,LessThan50K
>50,?,HS-grad,Married-civ-spouse,?,White,Male,40,United-States,MoreThan50K
>50,Private,Some-college,Divorced,Adm-clerical,White,Male,30,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Sales,White,Female,35,United-States,LessThan50K
>50,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Tech-support,White,Female,10,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Sales,White,Male,40,United-States,LessThan50K
>50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Asian-Pac-Islander,Male,40,Vietnam,LessThan50K
>50,?,HS-grad,Widowed,?,White,Female,40,United-States,LessThan50K**
>50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,MoreThan50K
>50,Private,HS-grad,Widowed,Other-service,White,Female,40,United-States,LessThan50K
>50,Private,Some-college,Divorced,Machine-op-inspct,White,Male,60,United-States,LessThan50K
>50,Private,10th,Divorced,Other-service,White,Male,70,United-States,Less50anK
>50,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,MoreThan50K
>50,State-gov,Assoc-voc,Married-civ-spouse,Protective-serv,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,54,United-States,Morean50K**
>50,Private,HS-grad,Married-spouse-absent,Craft-repair,White,Male,40,Poland,Lessan50K
>50,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,White,Male,50,United-States,LessThan50K
>50,Self-emp-inc,5th-6th,Married-civ-spouse,Sales,White,Male,40,Cuba,LessThan50K
>50,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,52,United-States,Morean50K
>50,Self-emp-inc,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,10,United-States,LessThan50K
>50,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,LessThan50K
>50,Private,10th,Married-civ-spouse,Craft-repair,Black,Male,40,United-States,MoreThan50K
>50,Local-gov,Masters,Widowed,Prof-specialty,White,Female,50,United-States,LessThan50K
>50,Local-gov,Prof-school,Divorced,Prof-specialty,White,Female,39,United-States,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Transport-moving,Black,Male,35,United-States,LessThan50K
>50,Private,Bachelors,Married-civ-spouse,Protective-serv,White,Male,40,United-States,MoreThan50K
>50,Self-emp-not-inc,10th,Married-civ-spouse,Transport-moving,White,Male,50,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,40,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,45,United-States,MoreThan50K
>50,Self-emp-inc,Masters,Divorced,Prof-specialty,White,Female,35,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Other-service,Black,Male,40,United-States,LessThan50K
>50,Federal-gov,Bachelors,Separated,Other-service,White,Female,72,?,LessanTh50K**
>50,Private,10th,Never-married,Other-service,White,Male,40,United-States,LessThan50K
>50,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,MoreThan50K
>50,Private,HS-grad,Widowed,Sales,White,Female,44,United-States,LessThan50K
>50,State-gov,Some-college,Divorced,Adm-clerical,White,Female,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Male,48,United-States,LessThan50K
>50,State-gov,Doctorate,Married-civ-spouse,Transport-moving,White,Male,56,United-States,LessThan50K
>50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Other-service,White,Male,40,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Adm-clerical,White,Female,37,United-States,Morean50K**
>50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Other-service,White,Male,60,United-States,MoreThan50K
>50,Private,10th,Divorced,Craft-repair,White,Male,45,United-States,LessThan50K
>50,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,40,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Adm-clerical,White,Male,44,United-States,MoreThan50K
>50,Private,Some-college,Married-civ-spouse,Transport-moving,White,Male,60,?,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,MoreThan50K
>50,Private,Some-college,Married-civ-spouse,Craft-repair,White,Male,60,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Tech-support,White,Male,48,United-States,MoreThan50K
>50,?,Some-college,Divorced,?,White,Female,18-21,United-States,LessThan50K
>50,Private,10th,Separated,Exec-managerial,White,Male,55,United-States,LessThan50K
>50,Local-gov,Masters,Married-civ-spouse,Exec-managerial,White,Male,40,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,LessThan50K
>50,Self-emp-inc,Bachelors,Divorced,Exec-managerial,White,Male,50,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,40,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Protective-serv,White,Female,45,Germany,MoreThan50K
>50,Self-emp-not-inc,10th,Divorced,Exec-managerial,White,Male,60,United-States,MoreThan50K
>50,State-gov,Doctorate,Divorced,Prof-specialty,White,Male,60,United-States,MoreThan50K
>50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,White,Male,60,United-States,MoreThan50K
>50,Self-emp-inc,Some-college,Married-civ-spouse,Tech-support,White,Male,60,United-States,MoreThan50K
>50,Local-gov,HS-grad,Divorced,Adm-clerical,White,Female,40,United-States,LessThan50K
>50,State-gov,Some-college,Married-civ-spouse,Prof-specialty,Black,Male,35,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,55,United-States,LessThan50K
>50,Self-emp-not-inc,Some-college,Widowed,Exec-managerial,White,Male,25,United-States,LessThan50K
>50,State-gov,Masters,Married-civ-spouse,Adm-clerical,White,Male,43,United-States,MoreThan50K
>50,Private,Bachelors,Married-civ-spouse,Sales,Black,Male,50,United-States,MoreThan50K
>50,Private,Some-college,Married-civ-spouse,Sales,White,Male,60,United-States,MoreThan50K
>50,?,HS-grad,Married-civ-spouse,?,White,Male,50,United-States,LessThan50K
>50,Self-emp-inc,10th,Married-civ-spouse,Transport-moving,White,Female,40,United-States,Lessan50K
>50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,White,Male,40,United-States,MoreThan50K
>50,Local-gov,10th,Married-civ-spouse,Transport-moving,White,Male,40,United-States,LessThan50K
>50,Self-emp-inc,HS-grad,Divorced,Sales,White,Male,50,United-States,LessThan50K
>50,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,White,Female,18-21,United-States,MoreThan50K
>50,State-gov,HS-grad,Married-civ-spouse,Adm-clerical,Black,Male,40,United-States,Morean50K
>50,Self-emp-not-inc,9th,Separated,Craft-repair,White,Male,40,United-States,LessThan50K
>50,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,White,Male,50,United-States,Morean50K
>50,Self-emp-not-inc,Masters,Widowed,Other-service,White,Female,15,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,White,Male,45,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Transport-moving,White,Male,40,United-States,Morean50K
>50,Self-emp-not-inc,11th,Married-civ-spouse,Sales,White,Male,70,United-States,MoreThan50K
>50,Local-gov,10th,Widowed,Other-service,White,Female,25,Puerto-Rico,LessThan50K
>50,Private,11th,Widowed,Transport-moving,White,Female,40,United-States,LessThan50K
>50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,White,Male,40,England,MoreThan50K
>50,Private,HS-grad,Never-married,Exec-managerial,White,Female,38,United-States,LessThan50K
>50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Black,Female,38,Jamaica,LessThan50K
>50,Private,Doctorate,Married-civ-spouse,Prof-specialty,White,Male,60,United-States,MoreThan50K
>50,Private,HS-grad,Divorced,Other-service,White,Female,40,United-States,LessThan50K
>50,Private,Some-college,Separated,Sales,White,Male,60,United-States,MoreThan50K
>50,Private,HS-grad,Married-civ-spouse,Craft-repair,White,Male,45,United-States,Morean50K
>50,Private,11th,Married-civ-spouse,Transport-moving,Amer-Indian-Eskimo,Male,40,United-States,LessThan50K**
>50,Private,HS-grad,Widowed,Adm-clerical,White,Female,40,United-States,LessThan50K
>50,Private,10th,Married-spouse-absent,Protective-serv,Asian-Pac-Islander,Male,40,India,LessThan50K
>50,Private,Some-college,Married-civ-spouse,Adm-clerical,White,Female,40,United-States,Morean50K
>50,Private,Some-college,Married-civ-spouse,Sales,White,Male,40,United-States,MoreThan50K
>50,Private,7th-8th,Married-civ-spouse,Transport-moving,White,Male,50,United-States,Morean50K
>50,Private,Masters,Divorced,Sales,White,Male,50,United-States,LessThan50K
>50,Private,HS-grad,Married-spouse-absent,Craft-repair,White,Male,40,United-States,LessThan50K
>50,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,White,Male,18-21,United-States,LessThan50K
>50,Private,HS-grad,Divorced,Priv-house-serv,White,Female,99,United-States,LessThan50K
>50,Private,Bachelors,Divorced,Prof-specialty,White,Female,42,United-States,LessThan50K
>50,Private,9th,Married-civ-spouse,Craft-repair,White,Male,40,United-States,LessThan50K**
>50,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,White,Male,40,United-States,LessThan50K**
